Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Month Name,Order Quarter,Shipping Days,Profit Margin
CA-490749,2023-11-14,2025-04-13,Standard Class,CUST-3611,Nicholas West,Consumer,South,Furniture,Tables,Function-based actuating database,1508.67,4,0.5,974.64,2023,11,November,4,516,64.60259698940126
CA-858160,2025-02-04,2025-04-27,First Class,CUST-7788,Tyler Beck,Home Office,Central,Office Supplies,Binders,Organic zero administration installation,2608.35,10,0.42,842.18,2025,2,February,1,82,32.28784480610348
CA-831512,2023-05-27,2025-05-04,Same Day,CUST-6528,Rebecca Abbott,Consumer,South,Technology,Accessories,Customer-focused mission-critical structure,4504.43,4,0.48,66.2,2023,5,May,2,708,1.4696643082476584
CA-124516,2023-09-08,2025-04-16,Standard Class,CUST-6924,Kelly Fisher,Home Office,Central,Technology,Machines,Realigned local time-frame,4347.6,7,0.18,471.64,2023,9,September,3,586,10.84828411077376
CA-171011,2023-07-18,2025-05-05,Standard Class,CUST-1491,Matthew Powell,Corporate,West,Technology,Phones,Operative mobile analyzer,4485.41,8,0.15,804.01,2023,7,July,3,657,17.92500574083529
CA-827676,2025-01-30,2025-04-30,Second Class,CUST-8835,Linda Bridges,Home Office,West,Furniture,Furnishings,Integrated modular adapter,2044.17,4,0.45,860.92,2025,1,January,1,90,42.115870989203444
CA-727334,2023-04-12,2025-04-13,Second Class,CUST-8945,Cheryl Wilson,Consumer,East,Furniture,Tables,Networked 4thgeneration knowledgebase,2655.97,2,0.43,563.12,2023,4,April,2,732,21.20204670986495
CA-893455,2023-12-13,2025-05-02,First Class,CUST-3591,Alice Jordan,Corporate,South,Office Supplies,Labels,Automated upward-trending moratorium,403.19,1,0.19,657.36,2023,12,December,4,506,163.03975793050424
CA-659057,2024-07-31,2025-04-25,Same Day,CUST-1361,Raymond Fowler,Consumer,East,Technology,Phones,Open-source directional capability,767.92,5,0.23,86.73,2024,7,July,3,268,11.294145223460779
CA-783962,2023-05-22,2025-04-18,Standard Class,CUST-4996,Molly Ramos,Corporate,Central,Furniture,Tables,Persevering modular attitude,119.6,4,0.44,158.83,2023,5,May,2,697,132.80100334448161
CA-644718,2023-06-17,2025-04-11,Standard Class,CUST-6608,Mary Zhang,Consumer,West,Office Supplies,Binders,Switchable zero administration Internet solution,4586.83,4,0.28,835.06,2023,6,June,2,664,18.205601690056096
CA-581987,2024-05-18,2025-04-13,Standard Class,CUST-3898,Michelle Rivera,Home Office,West,Office Supplies,Art,Re-contextualized needs-based moratorium,2246.46,2,0.26,254.79,2024,5,May,2,330,11.341844502016505
CA-752343,2024-06-02,2025-05-01,Standard Class,CUST-3308,Walter Smith,Corporate,West,Furniture,Chairs,Universal logistical knowledgebase,4382.18,3,0.48,799.22,2024,6,June,2,333,18.237954625323468
CA-540234,2024-09-04,2025-04-16,Same Day,CUST-4130,Benjamin House,Consumer,Central,Furniture,Tables,Configurable reciprocal matrix,1076.96,7,0.28,591.64,2024,9,September,3,224,54.93611647600653
CA-329408,2024-08-20,2025-04-10,First Class,CUST-2122,Chris Joseph,Consumer,Central,Office Supplies,Paper,Down-sized 6thgeneration utilization,1438.72,9,0.03,315.1,2024,8,August,3,233,21.901412366548044
CA-963010,2023-08-22,2025-05-03,First Class,CUST-4915,Kayla Jackson,Consumer,West,Furniture,Tables,Object-based uniform open system,3075.71,2,0.35,207.12,2023,8,August,3,620,6.734054901144776
CA-318567,2023-11-17,2025-05-03,First Class,CUST-1245,Leah Serrano,Corporate,West,Office Supplies,Paper,User-friendly real-time superstructure,4828.65,1,0.37,202.79,2023,11,November,4,533,4.199724560695019
CA-804987,2024-09-05,2025-05-02,First Class,CUST-7066,Nicole Jackson,Home Office,West,Furniture,Furnishings,Programmable 4thgeneration artificial intelligence,3749.63,3,0.42,440.5,2024,9,September,3,239,11.7478257854775
CA-417583,2024-02-07,2025-04-13,Second Class,CUST-2105,Pamela Pugh,Consumer,South,Office Supplies,Paper,Multi-lateral national productivity,2277.22,1,0.21,754.77,2024,2,February,1,431,33.14436022869991
CA-924090,2024-05-09,2025-04-27,Second Class,CUST-6011,Joseph Aguilar,Corporate,Central,Office Supplies,Binders,Right-sized motivating conglomeration,4445.35,10,0.38,789.06,2024,5,May,2,353,17.750233389946796
CA-744838,2024-04-15,2025-04-14,Same Day,CUST-1148,Philip Mullen,Corporate,South,Office Supplies,Paper,Fully-configurable bi-directional matrices,2652.53,9,0.09,960.03,2024,4,April,2,364,36.19299310469627
CA-796464,2025-02-19,2025-04-16,Second Class,CUST-9155,Victoria Clark,Home Office,South,Technology,Phones,Stand-alone regional policy,1474.24,10,0.39,553.81,2025,2,February,1,56,37.56579661384849
CA-359416,2023-06-06,2025-04-25,Standard Class,CUST-7587,Sharon Fritz,Home Office,West,Office Supplies,Art,Distributed global model,344.12,2,0.41,712.41,2023,6,June,2,689,207.023712658375
CA-153005,2025-02-26,2025-04-25,Standard Class,CUST-6948,Garrett Mccormick,Consumer,West,Office Supplies,Binders,Enterprise-wide fault-tolerant task-force,1566.41,3,0.27,531.4,2025,2,February,1,58,33.92470681366947
CA-467603,2023-12-08,2025-04-13,Second Class,CUST-6942,Cynthia Myers,Consumer,South,Office Supplies,Paper,Phased global open architecture,4846.65,4,0.29,821.18,2023,12,December,4,492,16.943249460967884
CA-960429,2024-06-08,2025-04-25,Second Class,CUST-7887,Mrs. Marie Lopez,Home Office,South,Furniture,Tables,Fully-configurable foreground adapter,802.94,1,0.06,948.64,2024,6,June,2,321,118.145814133061
CA-766925,2023-08-21,2025-04-13,Standard Class,CUST-9176,Joseph Fernandez,Consumer,East,Technology,Accessories,Team-oriented composite projection,3446.55,2,0.15,231.59,2023,8,August,3,601,6.719473096284691
CA-855612,2023-11-01,2025-05-05,First Class,CUST-1588,Elizabeth Henry,Corporate,South,Furniture,Tables,Focused contextually-based flexibility,4930.72,7,0.02,821.85,2023,11,November,4,551,16.667951130869323
CA-526935,2023-10-07,2025-04-16,Second Class,CUST-4640,Ashley Trujillo,Consumer,Central,Technology,Accessories,Synergistic zero-defect system engine,3705.45,10,0.03,989.62,2023,10,October,4,557,26.707147579916068
CA-874317,2023-11-24,2025-04-30,First Class,CUST-9022,Christopher Cook,Home Office,West,Technology,Accessories,Face-to-face hybrid middleware,4713.97,9,0.0,972.43,2023,11,November,4,523,20.628684527054688
CA-872678,2024-12-21,2025-04-16,Second Class,CUST-1170,Kimberly Jones,Home Office,East,Technology,Machines,Digitized high-level focus group,320.3,1,0.22,922.32,2024,12,December,4,116,287.95504214798626
CA-934231,2024-03-11,2025-04-16,Same Day,CUST-9316,Wendy Montoya,Home Office,Central,Office Supplies,Storage,Multi-channeled multimedia Graphical User Interface,3551.66,6,0.14,134.91,2024,3,March,1,401,3.798505487574824
CA-492609,2024-01-13,2025-04-09,Same Day,CUST-9857,Michael Levy,Home Office,East,Technology,Phones,Advanced 6thgeneration moratorium,1155.44,1,0.39,231.35,2024,1,January,1,452,20.02267534445752
CA-918474,2024-05-28,2025-05-04,First Class,CUST-3303,Matthew Black,Consumer,South,Office Supplies,Art,Re-contextualized uniform Graphical User Interface,1072.43,8,0.08,-6.27,2024,5,May,2,341,-0.5846535438210418
CA-735564,2024-07-28,2025-04-17,Standard Class,CUST-8665,Carla Harris,Home Office,West,Office Supplies,Storage,Persevering homogeneous Graphical User Interface,757.83,10,0.43,809.18,2024,7,July,3,263,106.77592599923464
CA-199410,2024-07-12,2025-04-16,Same Day,CUST-2494,John Williams,Consumer,West,Furniture,Furnishings,Vision-oriented demand-driven core,1584.92,9,0.33,997.87,2024,7,July,3,278,62.960275597506495
CA-726065,2025-02-25,2025-05-01,Second Class,CUST-6055,Rachael Gonzalez,Home Office,East,Furniture,Bookcases,Self-enabling needs-based process improvement,242.03,4,0.3,311.62,2025,2,February,1,65,128.75263397099533
CA-584509,2025-03-11,2025-04-18,Same Day,CUST-7732,James Spencer,Corporate,East,Technology,Copiers,Fundamental tertiary system engine,3818.68,10,0.44,-66.83,2025,3,March,1,38,-1.7500811798841485
CA-711980,2023-06-23,2025-04-28,First Class,CUST-4842,Amanda Arias,Corporate,Central,Furniture,Furnishings,Synergized national intranet,4352.58,1,0.34,436.24,2023,6,June,2,675,10.022561331440203
CA-387512,2023-10-11,2025-04-09,Standard Class,CUST-1719,Jennifer Cruz,Consumer,South,Furniture,Furnishings,Cloned multi-state artificial intelligence,3530.66,9,0.42,-77.56,2023,10,October,4,546,-2.196756413814981
CA-236235,2024-08-22,2025-04-12,Same Day,CUST-4183,Julie Hardin,Home Office,West,Technology,Computers,Pre-emptive dedicated conglomeration,4385.03,7,0.25,707.08,2024,8,August,3,233,16.12486117540815
CA-144650,2024-04-05,2025-05-02,First Class,CUST-1886,Rachel Vaughan,Corporate,Central,Furniture,Furnishings,Optional didactic Graphic Interface,4357.27,6,0.29,784.93,2024,4,April,2,392,18.01426122319709
CA-885034,2024-04-06,2025-04-11,Same Day,CUST-5148,Stephen Jones,Consumer,East,Technology,Computers,Face-to-face optimizing support,2130.85,7,0.1,188.43,2024,4,April,2,370,8.842949996480279
CA-434151,2024-03-18,2025-04-13,Same Day,CUST-5525,Christopher Watson,Home Office,West,Technology,Accessories,Ameliorated zero tolerance analyzer,4848.8,5,0.08,317.77,2024,3,March,1,391,6.5535802672826255
CA-989940,2023-06-20,2025-04-18,First Class,CUST-5420,Samantha Swanson,Consumer,South,Technology,Accessories,Expanded dedicated moratorium,1518.76,2,0.27,505.36,2023,6,June,2,668,33.27451341884169
CA-743892,2023-04-16,2025-04-11,Second Class,CUST-5556,Kelsey Smith,Corporate,West,Technology,Accessories,Streamlined clear-thinking migration,4350.12,6,0.38,725.14,2023,4,April,2,726,16.66942521125854
CA-368936,2023-11-01,2025-05-01,Second Class,CUST-6922,Robyn Zimmerman,Home Office,East,Furniture,Chairs,Reverse-engineered uniform process improvement,3329.71,9,0.44,758.11,2023,11,November,4,547,22.768048869120737
CA-625276,2024-09-19,2025-04-13,Second Class,CUST-1461,Theodore Cannon,Consumer,Central,Office Supplies,Paper,Universal systemic structure,1791.63,2,0.15,363.66,2024,9,September,3,206,20.297717720734752
CA-626547,2025-01-23,2025-05-04,Second Class,CUST-1704,Lisa Woods,Corporate,West,Office Supplies,Art,Monitored fault-tolerant monitoring,3709.86,1,0.33,208.64,2025,1,January,1,101,5.623931900395163
CA-130935,2025-02-18,2025-04-27,Same Day,CUST-4123,Deborah Lee,Corporate,South,Office Supplies,Binders,Intuitive responsive standardization,606.1,6,0.49,25.57,2025,2,February,1,68,4.218775779574328
CA-732021,2025-04-01,2025-05-03,Same Day,CUST-3714,Scott Smith,Corporate,South,Furniture,Bookcases,Seamless full-range benchmark,870.5,4,0.25,586.56,2025,4,April,2,32,67.38196438828258
CA-865353,2024-09-11,2025-04-13,Second Class,CUST-9731,Ryan Howard,Consumer,East,Office Supplies,Paper,Cloned multimedia budgetary management,3747.95,1,0.05,500.38,2024,9,September,3,214,13.350765084913085
CA-433634,2023-12-22,2025-04-28,Second Class,CUST-4952,Kimberly Mejia,Consumer,West,Technology,Phones,Compatible real-time initiative,4569.05,5,0.24,185.79,2023,12,December,4,493,4.066271982140708
CA-184476,2024-09-22,2025-04-27,Second Class,CUST-8987,Katherine Riley,Corporate,East,Furniture,Bookcases,Total multimedia productivity,4080.5,2,0.14,725.21,2024,9,September,3,217,17.772576890087
CA-429475,2025-01-09,2025-04-11,Standard Class,CUST-5747,Brenda Brown,Consumer,East,Office Supplies,Storage,Reverse-engineered 4thgeneration throughput,2957.75,4,0.11,246.01,2025,1,January,1,92,8.317471050629702
CA-606235,2024-10-15,2025-04-17,First Class,CUST-9502,Kathryn Ruiz,Corporate,East,Technology,Accessories,Reactive optimal standardization,2567.52,8,0.29,19.43,2024,10,October,4,184,0.7567613884215117
CA-188730,2024-03-24,2025-04-09,First Class,CUST-7364,Dennis Rivera,Consumer,West,Office Supplies,Binders,Multi-tiered global hierarchy,2321.6,7,0.01,87.8,2024,3,March,1,381,3.7818745692625777
CA-491711,2024-06-06,2025-05-08,First Class,CUST-4186,Austin Bradley,Home Office,Central,Furniture,Chairs,Streamlined scalable analyzer,3804.89,3,0.12,-55.63,2024,6,June,2,336,-1.462065920433968
CA-898650,2024-06-07,2025-04-12,Same Day,CUST-8299,Crystal King,Corporate,South,Technology,Phones,Synergistic zero tolerance functionalities,2007.99,8,0.19,557.33,2024,6,June,2,309,27.755616312830245
CA-443970,2023-05-13,2025-04-23,Second Class,CUST-7816,Steven Harmon,Corporate,South,Office Supplies,Paper,Multi-layered empowering instruction set,4088.41,5,0.19,508.67,2023,5,May,2,711,12.441756086106825
CA-235297,2024-09-07,2025-04-15,Second Class,CUST-4339,Teresa Smith DDS,Home Office,Central,Technology,Phones,Team-oriented 24hour synergy,1207.21,2,0.32,65.07,2024,9,September,3,220,5.390114396004009
CA-186954,2023-07-25,2025-04-14,Second Class,CUST-3515,Joseph Hamilton,Consumer,East,Furniture,Bookcases,Diverse neutral knowledgebase,1739.6,5,0.17,299.36,2023,7,July,3,629,17.208553690503567
CA-297855,2025-01-22,2025-04-29,Second Class,CUST-2434,Kevin Zimmerman,Corporate,South,Technology,Computers,De-engineered client-server policy,3427.78,4,0.28,-82.85,2025,1,January,1,97,-2.417016261253639
CA-359776,2023-09-23,2025-05-07,Standard Class,CUST-4312,Tammy Lewis,Home Office,Central,Furniture,Bookcases,Reduced neutral intranet,3223.53,7,0.19,829.76,2023,9,September,3,592,25.740725229794663
CA-376190,2023-05-18,2025-04-25,First Class,CUST-1871,John Cortez,Consumer,West,Office Supplies,Binders,Team-oriented 6thgeneration strategy,4169.79,3,0.38,389.5,2023,5,May,2,708,9.340997987908265
CA-615466,2023-08-12,2025-04-15,Standard Class,CUST-9508,Nathan Green,Home Office,Central,Furniture,Furnishings,Switchable system-worthy secured line,557.6,1,0.05,540.97,2023,8,August,3,612,97.01757532281205
CA-242070,2024-02-28,2025-05-05,Standard Class,CUST-1565,Samantha Rhodes,Home Office,South,Furniture,Chairs,Visionary 4thgeneration service-desk,915.08,4,0.45,527.39,2024,2,February,1,432,57.633212396730336
CA-738611,2024-07-16,2025-04-24,Same Day,CUST-6614,Linda Williams,Consumer,South,Furniture,Tables,Exclusive asymmetric throughput,2859.34,9,0.04,24.35,2024,7,July,3,282,0.8515951233501438
CA-123468,2024-12-14,2025-04-18,First Class,CUST-1030,Hannah Roach,Consumer,South,Furniture,Bookcases,Fundamental reciprocal intranet,1053.91,4,0.36,-44.76,2024,12,December,4,125,-4.247041967530434
CA-796829,2025-02-22,2025-04-18,Same Day,CUST-9001,Ronald Hodges,Corporate,South,Office Supplies,Paper,Front-line homogeneous array,1463.79,4,0.38,564.88,2025,2,February,1,55,38.590234938071724
CA-890043,2023-12-10,2025-05-07,Second Class,CUST-8919,Michael James,Home Office,East,Furniture,Tables,Adaptive explicit parallelism,884.65,5,0.16,767.09,2023,12,December,4,514,86.71112869496412
CA-498796,2024-07-10,2025-04-15,Same Day,CUST-2136,Caleb Cruz,Consumer,East,Technology,Phones,Synchronized stable moratorium,1605.46,10,0.44,327.44,2024,7,July,3,279,20.395400695127876
CA-207087,2023-04-24,2025-04-13,First Class,CUST-6899,Amber Fitzpatrick,Home Office,South,Furniture,Bookcases,Innovative static pricing structure,1590.65,6,0.46,863.74,2023,4,April,2,720,54.30107188885047
CA-809304,2024-05-31,2025-04-22,Second Class,CUST-3509,Jessica Simmons,Corporate,West,Office Supplies,Binders,Visionary systemic functionalities,1799.2,3,0.14,799.1,2024,5,May,2,326,44.41418408181414
CA-617294,2025-01-29,2025-05-07,First Class,CUST-6837,Anthony Harris,Corporate,East,Office Supplies,Binders,Multi-lateral attitude-oriented knowledge user,217.84,4,0.44,297.34,2025,1,January,1,98,136.49467499081894
CA-698899,2024-01-06,2025-04-26,Same Day,CUST-9395,Patrick Hernandez,Consumer,West,Technology,Phones,Synergistic upward-trending array,1462.39,4,0.17,331.85,2024,1,January,1,476,22.69230506226109
CA-909133,2024-07-02,2025-04-29,First Class,CUST-5329,Jessica Sexton,Corporate,Central,Furniture,Tables,Phased human-resource model,4926.48,3,0.17,-29.9,2024,7,July,3,301,-0.6069242136373232
CA-164874,2023-05-23,2025-05-08,Second Class,CUST-9989,Jennifer Brown,Corporate,Central,Office Supplies,Binders,Grass-roots modular model,4376.48,10,0.03,476.82,2023,5,May,2,716,10.895057214930722
CA-700994,2023-12-21,2025-05-04,Standard Class,CUST-9395,Mr. Jeffery Harvey DVM,Corporate,East,Office Supplies,Storage,Fundamental static parallelism,1899.15,1,0.1,887.81,2023,12,December,4,500,46.74775557486243
CA-704172,2023-12-28,2025-04-25,Second Class,CUST-3945,Jay Reilly,Corporate,South,Technology,Machines,Customer-focused full-range projection,2656.58,10,0.13,640.53,2023,12,December,4,484,24.11107514172357
CA-334208,2024-03-20,2025-05-01,First Class,CUST-9441,Hannah Thompson,Consumer,East,Office Supplies,Binders,Fully-configurable coherent open architecture,1065.93,5,0.07,434.6,2024,3,March,1,407,40.77190809903089
CA-910398,2024-09-22,2025-04-09,Second Class,CUST-4454,Sarah Golden,Corporate,South,Office Supplies,Paper,Triple-buffered static access,1491.87,8,0.05,301.42,2024,9,September,3,199,20.204173285876116
CA-713021,2023-10-15,2025-04-15,Same Day,CUST-1623,Hailey Herrera,Consumer,South,Furniture,Bookcases,Business-focused homogeneous infrastructure,1113.44,9,0.42,161.35,2023,10,October,4,548,14.49112659864923
CA-855075,2024-04-29,2025-04-30,Same Day,CUST-6955,Tracy Thomas,Home Office,Central,Office Supplies,Art,Object-based actuating core,2279.17,9,0.13,431.0,2024,4,April,2,366,18.91039281843829
CA-559557,2024-08-09,2025-04-09,Second Class,CUST-5631,Brian Johnson,Consumer,South,Technology,Computers,Distributed tangible Internet solution,2362.67,8,0.14,254.89,2024,8,August,3,243,10.788218413913073
CA-422526,2023-11-15,2025-04-30,Same Day,CUST-9547,Suzanne James,Corporate,Central,Furniture,Chairs,Triple-buffered incremental productivity,1632.15,5,0.31,312.03,2023,11,November,4,532,19.117728149986213
CA-162819,2024-09-25,2025-04-18,Same Day,CUST-6200,Kimberly Rivera,Corporate,East,Office Supplies,Art,Progressive bi-directional website,1203.82,5,0.29,639.99,2024,9,September,3,205,53.163263610838825
CA-398982,2023-11-20,2025-04-24,Same Day,CUST-5664,Amanda Bush,Home Office,East,Furniture,Tables,Object-based stable utilization,4564.25,3,0.21,507.31,2023,11,November,4,521,11.114860053678042
CA-629478,2025-03-02,2025-05-05,Same Day,CUST-8274,John Gallagher,Home Office,West,Furniture,Bookcases,Customizable scalable superstructure,2251.69,4,0.47,680.78,2025,3,March,1,64,30.234179660610472
CA-840978,2024-06-22,2025-04-15,Second Class,CUST-1122,Paula Warren,Corporate,Central,Technology,Copiers,Business-focused directional process improvement,82.08,4,0.44,315.86,2024,6,June,2,297,384.8196881091618
CA-639362,2023-11-19,2025-04-13,Same Day,CUST-1882,Susan Reeves,Corporate,East,Technology,Machines,Future-proofed well-modulated function,866.1,6,0.35,407.61,2023,11,November,4,511,47.06269483893315
CA-464795,2025-03-08,2025-04-19,Same Day,CUST-8221,Patricia Young,Home Office,West,Furniture,Tables,Upgradable maximized extranet,4179.36,5,0.13,-32.72,2025,3,March,1,42,-0.782894988706405
CA-405228,2024-01-18,2025-04-29,Second Class,CUST-2968,Ralph Smith,Corporate,Central,Office Supplies,Binders,Inverse interactive algorithm,1479.0,2,0.47,463.88,2024,1,January,1,467,31.36443542934415
CA-359749,2023-11-09,2025-04-22,Standard Class,CUST-3247,Elizabeth Rowe,Corporate,East,Technology,Accessories,Total actuating interface,667.41,7,0.24,113.43,2023,11,November,4,530,16.9955499617926
CA-646990,2024-12-28,2025-04-28,Standard Class,CUST-3898,Carl Robertson,Consumer,West,Furniture,Tables,Decentralized disintermediate database,1445.39,9,0.25,19.69,2024,12,December,4,121,1.3622620884328795
CA-652019,2024-06-29,2025-05-06,Standard Class,CUST-7035,Richard Mccarthy,Consumer,East,Technology,Computers,Programmable regional collaboration,3034.69,6,0.26,59.41,2024,6,June,2,311,1.957695843727036
CA-293798,2025-01-22,2025-04-27,First Class,CUST-3719,Roger Wagner,Consumer,West,Furniture,Chairs,Synergistic 5thgeneration attitude,3415.94,7,0.29,291.56,2025,1,January,1,95,8.535278722694192
CA-956602,2023-12-17,2025-04-11,Standard Class,CUST-5437,Katherine Henderson,Consumer,West,Furniture,Tables,Re-engineered object-oriented instruction set,3680.3,1,0.43,435.64,2023,12,December,4,481,11.837078499035405
CA-264348,2025-03-15,2025-04-26,Second Class,CUST-8871,Tony Smith,Home Office,West,Furniture,Bookcases,Universal coherent neural-net,4762.37,4,0.22,541.24,2025,3,March,1,42,11.364929646373549
CA-694581,2025-03-17,2025-05-06,Standard Class,CUST-2150,Kristen Ortega,Corporate,Central,Technology,Machines,Integrated 4thgeneration budgetary management,2322.49,8,0.08,288.77,2025,3,March,1,50,12.433638035039978
CA-335621,2024-04-13,2025-04-28,Same Day,CUST-5500,Jennifer Johnston MD,Home Office,South,Technology,Accessories,Exclusive leadingedge system engine,3393.44,2,0.05,398.55,2024,4,April,2,380,11.74471922297138
CA-655581,2024-03-14,2025-05-08,Same Day,CUST-2568,Carlos Wheeler,Corporate,Central,Technology,Computers,Integrated object-oriented algorithm,637.34,1,0.01,671.97,2024,3,March,1,420,105.43352056986852
CA-313381,2024-10-31,2025-04-19,Same Day,CUST-9496,John Best,Home Office,West,Office Supplies,Paper,Customizable tertiary architecture,2303.13,8,0.22,985.75,2024,10,October,4,170,42.80044982263267
CA-876503,2025-04-04,2025-04-10,Standard Class,CUST-2149,Chelsea Diaz,Corporate,West,Technology,Machines,Proactive eco-centric contingency,2711.94,2,0.17,385.99,2025,4,April,2,6,14.232984505556908
CA-409972,2024-07-30,2025-04-09,Second Class,CUST-8961,Bryan Graves,Corporate,West,Furniture,Tables,Horizontal leadingedge archive,3994.45,8,0.19,897.27,2024,7,July,3,253,22.46291729775063
CA-482054,2024-09-11,2025-04-13,First Class,CUST-1563,Richard Gamble,Corporate,East,Technology,Copiers,Horizontal zero tolerance throughput,3893.95,1,0.14,895.24,2024,9,September,3,214,22.990536601651282
CA-191237,2025-04-03,2025-04-13,Second Class,CUST-5047,Tara Shannon,Consumer,Central,Technology,Machines,Mandatory empowering Local Area Network,4404.0,1,0.22,333.24,2025,4,April,2,10,7.566757493188011
CA-577874,2023-05-24,2025-04-25,Second Class,CUST-8891,Dawn Bennett,Consumer,East,Furniture,Furnishings,Cloned web-enabled task-force,2143.26,1,0.17,119.54,2023,5,May,2,702,5.577484766197288
CA-427679,2025-04-01,2025-04-16,Second Class,CUST-1398,Elaine Clark,Home Office,South,Technology,Accessories,Organic reciprocal Internet solution,561.43,9,0.19,664.04,2025,4,April,2,15,118.27654382558823
CA-626288,2024-05-17,2025-04-16,First Class,CUST-7256,Sarah Boyer,Home Office,East,Furniture,Bookcases,Triple-buffered coherent application,1588.63,4,0.44,86.18,2024,5,May,2,334,5.424799984892643
CA-150338,2024-11-10,2025-04-13,Second Class,CUST-2361,Lauren French,Home Office,East,Technology,Computers,Expanded scalable analyzer,502.29,5,0.26,928.95,2024,11,November,4,154,184.9429612375321
CA-244697,2024-09-19,2025-04-28,Same Day,CUST-9252,Ashley Kelly,Consumer,Central,Technology,Copiers,Front-line full-range circuit,76.46,9,0.45,-90.38,2024,9,September,3,221,-118.20559769814282
CA-239872,2023-09-01,2025-04-27,Standard Class,CUST-2805,Larry Miller,Home Office,East,Office Supplies,Labels,Vision-oriented incremental complexity,4136.56,7,0.06,671.7,2023,9,September,3,604,16.238130233817472
CA-123327,2023-05-15,2025-04-22,Second Class,CUST-9653,Michael Lopez,Consumer,West,Technology,Accessories,Focused exuding productivity,2512.86,6,0.07,451.53,2023,5,May,2,708,17.9687686540436
CA-862082,2023-08-20,2025-05-05,Standard Class,CUST-8119,James Warren,Home Office,South,Furniture,Furnishings,Secured scalable superstructure,1791.97,10,0.26,877.35,2023,8,August,3,624,48.96008303710442
CA-611803,2023-09-20,2025-05-07,First Class,CUST-6832,Amy Wallace,Consumer,South,Office Supplies,Art,Multi-tiered local solution,3531.21,4,0.37,659.69,2023,9,September,3,595,18.681698341361745
CA-790228,2023-06-15,2025-04-14,Standard Class,CUST-8940,Michelle Holland,Home Office,South,Office Supplies,Labels,Down-sized zero administration help-desk,4893.04,2,0.47,463.37,2023,6,June,2,669,9.469981851773131
CA-534806,2023-09-29,2025-05-08,Standard Class,CUST-8502,Andrew Espinoza,Corporate,Central,Technology,Machines,Diverse well-modulated data-warehouse,4448.5,3,0.25,14.62,2023,9,September,3,587,0.32865010677756545
CA-486814,2025-02-26,2025-04-12,First Class,CUST-1657,John Ibarra,Corporate,South,Technology,Phones,Public-key value-added initiative,3413.99,7,0.39,-75.16,2025,2,February,1,45,-2.2015295885459536
CA-859987,2024-10-04,2025-04-18,Second Class,CUST-1583,Taylor Franklin,Consumer,East,Technology,Accessories,Total exuding archive,1731.99,3,0.14,615.66,2024,10,October,4,196,35.546394609668646
CA-244670,2024-06-29,2025-04-14,Standard Class,CUST-6495,Levi Gonzalez,Home Office,Central,Office Supplies,Art,De-engineered 4thgeneration migration,4607.79,2,0.4,104.05,2024,6,June,2,289,2.2581324235696503
CA-439030,2024-09-15,2025-04-22,Second Class,CUST-8871,Morgan Adams,Consumer,South,Furniture,Tables,Inverse intermediate artificial intelligence,2185.64,7,0.29,199.42,2024,9,September,3,219,9.124100949836203
CA-456621,2023-06-10,2025-05-06,Same Day,CUST-7741,Scott Moyer II,Home Office,East,Furniture,Chairs,Extended well-modulated benchmark,3936.92,2,0.38,501.94,2023,6,June,2,696,12.749560570191926
CA-221387,2024-09-15,2025-04-12,First Class,CUST-3808,James Haley,Home Office,West,Furniture,Tables,Implemented upward-trending circuit,1574.51,7,0.49,504.66,2024,9,September,3,209,32.05187645680244
CA-745128,2024-05-21,2025-05-06,Second Class,CUST-4882,Victoria Miller,Consumer,West,Technology,Phones,Adaptive stable methodology,2083.53,1,0.13,157.9,2024,5,May,2,350,7.578484591054605
CA-554925,2024-01-15,2025-05-02,Second Class,CUST-8861,Carrie Roberts,Consumer,West,Furniture,Furnishings,Self-enabling bi-directional synergy,7.54,3,0.5,14.81,2024,1,January,1,473,196.41909814323608
CA-587376,2024-01-05,2025-04-15,Standard Class,CUST-1585,Noah Nelson,Home Office,South,Technology,Accessories,Reverse-engineered empowering benchmark,1994.76,5,0.01,394.3,2024,1,January,1,466,19.766788987146324
CA-440640,2024-07-09,2025-04-24,Second Class,CUST-3619,Brian Andrews,Corporate,South,Office Supplies,Storage,Self-enabling multi-state policy,4892.87,2,0.33,912.77,2024,7,July,3,289,18.6551042639596
CA-157163,2023-05-09,2025-04-20,Second Class,CUST-1777,Julie Matthews,Consumer,East,Office Supplies,Labels,Intuitive analyzing core,4045.06,8,0.21,347.18,2023,5,May,2,712,8.582814593603063
CA-380214,2025-03-04,2025-04-27,Standard Class,CUST-9244,Douglas White,Home Office,East,Office Supplies,Art,Optimized demand-driven architecture,2895.25,2,0.31,256.98,2025,3,March,1,54,8.875917450997324
CA-579260,2023-09-17,2025-04-11,First Class,CUST-7791,Antonio Watkins,Home Office,South,Office Supplies,Labels,Operative context-sensitive product,697.3,5,0.27,9.52,2023,9,September,3,572,1.3652660261006742
CA-706753,2023-07-14,2025-04-14,First Class,CUST-7582,Jennifer Lee,Home Office,East,Technology,Machines,Monitored executive project,3580.7,8,0.4,875.77,2023,7,July,3,640,24.4580668584355
