Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-236235,2024-08-22,2025-04-12,Same Day,CUST-4183,Julie Hardin,Home Office,West,Technology,Computers,Pre-emptive dedicated conglomeration,4385.03,7,0.25,707.08
CA-144650,2024-04-05,2025-05-02,First Class,CUST-1886,Rachel Vaughan,Corporate,Central,Furniture,Furnishings,Optional didactic Graphic Interface,4357.27,6,0.29,784.93
CA-885034,2024-04-06,2025-04-11,Same Day,CUST-5148,Stephen Jones,Consumer,East,Technology,Computers,Face-to-face optimizing support,2130.85,7,0.1,188.43
CA-434151,2024-03-18,2025-04-13,Same Day,CUST-5525,Christopher Watson,Home Office,West,Technology,Accessories,Ameliorated zero tolerance analyzer,4848.8,5,0.08,317.77
CA-989940,2023-06-20,2025-04-18,First Class,CUST-5420,Samantha Swanson,Consumer,South,Technology,Accessories,Expanded dedicated moratorium,1518.76,2,0.27,505.36
CA-743892,2023-04-16,2025-04-11,Second Class,CUST-5556,Kelsey Smith,Corporate,West,Technology,Accessories,Streamlined clear-thinking migration,4350.12,6,0.38,725.14
CA-368936,2023-11-01,2025-05-01,Second Class,CUST-6922,Robyn Zimmerman,Home Office,East,Furniture,Chairs,Reverse-engineered uniform process improvement,3329.71,9,0.44,758.11
CA-625276,2024-09-19,2025-04-13,Second Class,CUST-1461,Theodore Cannon,Consumer,Central,Office Supplies,Paper,Universal systemic structure,1791.63,2,0.15,363.66
CA-626547,2025-01-23,2025-05-04,Second Class,CUST-1704,Lisa Woods,Corporate,West,Office Supplies,Art,Monitored fault-tolerant monitoring,3709.86,1,0.33,208.64
CA-130935,2025-02-18,2025-04-27,Same Day,CUST-4123,Deborah Lee,Corporate,South,Office Supplies,Binders,Intuitive responsive standardization,606.1,6,0.49,25.57
CA-732021,2025-04-01,2025-05-03,Same Day,CUST-3714,Scott Smith,Corporate,South,Furniture,Bookcases,Seamless full-range benchmark,870.5,4,0.25,586.56
CA-865353,2024-09-11,2025-04-13,Second Class,CUST-9731,Ryan Howard,Consumer,East,Office Supplies,Paper,Cloned multimedia budgetary management,3747.95,1,0.05,500.38
CA-433634,2023-12-22,2025-04-28,Second Class,CUST-4952,Kimberly Mejia,Consumer,West,Technology,Phones,Compatible real-time initiative,4569.05,5,0.24,185.79
CA-184476,2024-09-22,2025-04-27,Second Class,CUST-8987,Katherine Riley,Corporate,East,Furniture,Bookcases,Total multimedia productivity,4080.5,2,0.14,725.21
CA-429475,2025-01-09,2025-04-11,Standard Class,CUST-5747,Brenda Brown,Consumer,East,Office Supplies,Storage,Reverse-engineered 4thgeneration throughput,2957.75,4,0.11,246.01
CA-606235,2024-10-15,2025-04-17,First Class,CUST-9502,Kathryn Ruiz,Corporate,East,Technology,Accessories,Reactive optimal standardization,2567.52,8,0.29,19.43
CA-188730,2024-03-24,2025-04-09,First Class,CUST-7364,Dennis Rivera,Consumer,West,Office Supplies,Binders,Multi-tiered global hierarchy,2321.6,7,0.01,87.8
CA-491711,2024-06-06,2025-05-08,First Class,CUST-4186,Austin Bradley,Home Office,Central,Furniture,Chairs,Streamlined scalable analyzer,3804.89,3,0.12,-55.63
CA-898650,2024-06-07,2025-04-12,Same Day,CUST-8299,Crystal King,Corporate,South,Technology,Phones,Synergistic zero tolerance functionalities,2007.99,8,0.19,557.33
CA-443970,2023-05-13,2025-04-23,Second Class,CUST-7816,Steven Harmon,Corporate,South,Office Supplies,Paper,Multi-layered empowering instruction set,4088.41,5,0.19,508.67
CA-235297,2024-09-07,2025-04-15,Second Class,CUST-4339,Teresa Smith DDS,Home Office,Central,Technology,Phones,Team-oriented 24hour synergy,1207.21,2,0.32,65.07
CA-186954,2023-07-25,2025-04-14,Second Class,CUST-3515,Joseph Hamilton,Consumer,East,Furniture,Bookcases,Diverse neutral knowledgebase,1739.6,5,0.17,299.36
CA-297855,2025-01-22,2025-04-29,Second Class,CUST-2434,Kevin Zimmerman,Corporate,South,Technology,Computers,De-engineered client-server policy,3427.78,4,0.28,-82.85
CA-359776,2023-09-23,2025-05-07,Standard Class,CUST-4312,Tammy Lewis,Home Office,Central,Furniture,Bookcases,Reduced neutral intranet,3223.53,7,0.19,829.76
CA-376190,2023-05-18,2025-04-25,First Class,CUST-1871,John Cortez,Consumer,West,Office Supplies,Binders,Team-oriented 6thgeneration strategy,4169.79,3,0.38,389.5
CA-615466,2023-08-12,2025-04-15,Standard Class,CUST-9508,Nathan Green,Home Office,Central,Furniture,Furnishings,Switchable system-worthy secured line,557.6,1,0.05,540.97
CA-242070,2024-02-28,2025-05-05,Standard Class,CUST-1565,Samantha Rhodes,Home Office,South,Furniture,Chairs,Visionary 4thgeneration service-desk,915.08,4,0.45,527.39
CA-738611,2024-07-16,2025-04-24,Same Day,CUST-6614,Linda Williams,Consumer,South,Furniture,Tables,Exclusive asymmetric throughput,2859.34,9,0.04,24.35
CA-123468,2024-12-14,2025-04-18,First Class,CUST-1030,Hannah Roach,Consumer,South,Furniture,Bookcases,Fundamental reciprocal intranet,1053.91,4,0.36,-44.76
CA-796829,2025-02-22,2025-04-18,Same Day,CUST-9001,Ronald Hodges,Corporate,South,Office Supplies,Paper,Front-line homogeneous array,1463.79,4,0.38,564.88
CA-890043,2023-12-10,2025-05-07,Second Class,CUST-8919,Michael James,Home Office,East,Furniture,Tables,Adaptive explicit parallelism,884.65,5,0.16,767.09
CA-498796,2024-07-10,2025-04-15,Same Day,CUST-2136,Caleb Cruz,Consumer,East,Technology,Phones,Synchronized stable moratorium,1605.46,10,0.44,327.44
CA-207087,2023-04-24,2025-04-13,First Class,CUST-6899,Amber Fitzpatrick,Home Office,South,Furniture,Bookcases,Innovative static pricing structure,1590.65,6,0.46,863.74
CA-809304,2024-05-31,2025-04-22,Second Class,CUST-3509,Jessica Simmons,Corporate,West,Office Supplies,Binders,Visionary systemic functionalities,1799.2,3,0.14,799.1
CA-617294,2025-01-29,2025-05-07,First Class,CUST-6837,Anthony Harris,Corporate,East,Office Supplies,Binders,Multi-lateral attitude-oriented knowledge user,217.84,4,0.44,297.34
CA-698899,2024-01-06,2025-04-26,Same Day,CUST-9395,Patrick Hernandez,Consumer,West,Technology,Phones,Synergistic upward-trending array,1462.39,4,0.17,331.85
CA-909133,2024-07-02,2025-04-29,First Class,CUST-5329,Jessica Sexton,Corporate,Central,Furniture,Tables,Phased human-resource model,4926.48,3,0.17,-29.9
CA-164874,2023-05-23,2025-05-08,Second Class,CUST-9989,Jennifer Brown,Corporate,Central,Office Supplies,Binders,Grass-roots modular model,4376.48,10,0.03,476.82
CA-700994,2023-12-21,2025-05-04,Standard Class,CUST-9395,Mr. Jeffery Harvey DVM,Corporate,East,Office Supplies,Storage,Fundamental static parallelism,1899.15,1,0.1,887.81
CA-704172,2023-12-28,2025-04-25,Second Class,CUST-3945,Jay Reilly,Corporate,South,Technology,Machines,Customer-focused full-range projection,2656.58,10,0.13,640.53
CA-334208,2024-03-20,2025-05-01,First Class,CUST-9441,Hannah Thompson,Consumer,East,Office Supplies,Binders,Fully-configurable coherent open architecture,1065.93,5,0.07,434.6
CA-910398,2024-09-22,2025-04-09,Second Class,CUST-4454,Sarah Golden,Corporate,South,Office Supplies,Paper,Triple-buffered static access,1491.87,8,0.05,301.42
CA-713021,2023-10-15,2025-04-15,Same Day,CUST-1623,Hailey Herrera,Consumer,South,Furniture,Bookcases,Business-focused homogeneous infrastructure,1113.44,9,0.42,161.35
CA-855075,2024-04-29,2025-04-30,Same Day,CUST-6955,Tracy Thomas,Home Office,Central,Office Supplies,Art,Object-based actuating core,2279.17,9,0.13,431.0
CA-559557,2024-08-09,2025-04-09,Second Class,CUST-5631,Brian Johnson,Consumer,South,Technology,Computers,Distributed tangible Internet solution,2362.67,8,0.14,254.89
CA-422526,2023-11-15,2025-04-30,Same Day,CUST-9547,Suzanne James,Corporate,Central,Furniture,Chairs,Triple-buffered incremental productivity,1632.15,5,0.31,312.03
CA-162819,2024-09-25,2025-04-18,Same Day,CUST-6200,Kimberly Rivera,Corporate,East,Office Supplies,Art,Progressive bi-directional website,1203.82,5,0.29,639.99
CA-398982,2023-11-20,2025-04-24,Same Day,CUST-5664,Amanda Bush,Home Office,East,Furniture,Tables,Object-based stable utilization,4564.25,3,0.21,507.31
CA-629478,2025-03-02,2025-05-05,Same Day,CUST-8274,John Gallagher,Home Office,West,Furniture,Bookcases,Customizable scalable superstructure,2251.69,4,0.47,680.78
CA-840978,2024-06-22,2025-04-15,Second Class,CUST-1122,Paula Warren,Corporate,Central,Technology,Copiers,Business-focused directional process improvement,82.08,4,0.44,315.86
CA-639362,2023-11-19,2025-04-13,Same Day,CUST-1882,Susan Reeves,Corporate,East,Technology,Machines,Future-proofed well-modulated function,866.1,6,0.35,407.61
CA-464795,2025-03-08,2025-04-19,Same Day,CUST-8221,Patricia Young,Home Office,West,Furniture,Tables,Upgradable maximized extranet,4179.36,5,0.13,-32.72
CA-405228,2024-01-18,2025-04-29,Second Class,CUST-2968,Ralph Smith,Corporate,Central,Office Supplies,Binders,Inverse interactive algorithm,1479.0,2,0.47,463.88
CA-359749,2023-11-09,2025-04-22,Standard Class,CUST-3247,Elizabeth Rowe,Corporate,East,Technology,Accessories,Total actuating interface,667.41,7,0.24,113.43
CA-646990,2024-12-28,2025-04-28,Standard Class,CUST-3898,Carl Robertson,Consumer,West,Furniture,Tables,Decentralized disintermediate database,1445.39,9,0.25,19.69
CA-652019,2024-06-29,2025-05-06,Standard Class,CUST-7035,Richard Mccarthy,Consumer,East,Technology,Computers,Programmable regional collaboration,3034.69,6,0.26,59.41
CA-293798,2025-01-22,2025-04-27,First Class,CUST-3719,Roger Wagner,Consumer,West,Furniture,Chairs,Synergistic 5thgeneration attitude,3415.94,7,0.29,291.56
CA-956602,2023-12-17,2025-04-11,Standard Class,CUST-5437,Katherine Henderson,Consumer,West,Furniture,Tables,Re-engineered object-oriented instruction set,3680.3,1,0.43,435.64
CA-264348,2025-03-15,2025-04-26,Second Class,CUST-8871,Tony Smith,Home Office,West,Furniture,Bookcases,Universal coherent neural-net,4762.37,4,0.22,541.24
CA-694581,2025-03-17,2025-05-06,Standard Class,CUST-2150,Kristen Ortega,Corporate,Central,Technology,Machines,Integrated 4thgeneration budgetary management,2322.49,8,0.08,288.77
CA-335621,2024-04-13,2025-04-28,Same Day,CUST-5500,Jennifer Johnston MD,Home Office,South,Technology,Accessories,Exclusive leadingedge system engine,3393.44,2,0.05,398.55
CA-655581,2024-03-14,2025-05-08,Same Day,CUST-2568,Carlos Wheeler,Corporate,Central,Technology,Computers,Integrated object-oriented algorithm,637.34,1,0.01,671.97
CA-313381,2024-10-31,2025-04-19,Same Day,CUST-9496,John Best,Home Office,West,Office Supplies,Paper,Customizable tertiary architecture,2303.13,8,0.22,985.75
CA-876503,2025-04-04,2025-04-10,Standard Class,CUST-2149,Chelsea Diaz,Corporate,West,Technology,Machines,Proactive eco-centric contingency,2711.94,2,0.17,385.99
CA-409972,2024-07-30,2025-04-09,Second Class,CUST-8961,Bryan Graves,Corporate,West,Furniture,Tables,Horizontal leadingedge archive,3994.45,8,0.19,897.27
CA-482054,2024-09-11,2025-04-13,First Class,CUST-1563,Richard Gamble,Corporate,East,Technology,Copiers,Horizontal zero tolerance throughput,3893.95,1,0.14,895.24
CA-191237,2025-04-03,2025-04-13,Second Class,CUST-5047,Tara Shannon,Consumer,Central,Technology,Machines,Mandatory empowering Local Area Network,4404.0,1,0.22,333.24
CA-577874,2023-05-24,2025-04-25,Second Class,CUST-8891,Dawn Bennett,Consumer,East,Furniture,Furnishings,Cloned web-enabled task-force,2143.26,1,0.17,119.54
CA-427679,2025-04-01,2025-04-16,Second Class,CUST-1398,Elaine Clark,Home Office,South,Technology,Accessories,Organic reciprocal Internet solution,561.43,9,0.19,664.04
CA-626288,2024-05-17,2025-04-16,First Class,CUST-7256,Sarah Boyer,Home Office,East,Furniture,Bookcases,Triple-buffered coherent application,1588.63,4,0.44,86.18
CA-150338,2024-11-10,2025-04-13,Second Class,CUST-2361,Lauren French,Home Office,East,Technology,Computers,Expanded scalable analyzer,502.29,5,0.26,928.95
CA-244697,2024-09-19,2025-04-28,Same Day,CUST-9252,Ashley Kelly,Consumer,Central,Technology,Copiers,Front-line full-range circuit,76.46,9,0.45,-90.38
CA-239872,2023-09-01,2025-04-27,Standard Class,CUST-2805,Larry Miller,Home Office,East,Office Supplies,Labels,Vision-oriented incremental complexity,4136.56,7,0.06,671.7
CA-123327,2023-05-15,2025-04-22,Second Class,CUST-9653,Michael Lopez,Consumer,West,Technology,Accessories,Focused exuding productivity,2512.86,6,0.07,451.53
CA-862082,2023-08-20,2025-05-05,Standard Class,CUST-8119,James Warren,Home Office,South,Furniture,Furnishings,Secured scalable superstructure,1791.97,10,0.26,877.35
CA-611803,2023-09-20,2025-05-07,First Class,CUST-6832,Amy Wallace,Consumer,South,Office Supplies,Art,Multi-tiered local solution,3531.21,4,0.37,659.69
CA-790228,2023-06-15,2025-04-14,Standard Class,CUST-8940,Michelle Holland,Home Office,South,Office Supplies,Labels,Down-sized zero administration help-desk,4893.04,2,0.47,463.37
CA-534806,2023-09-29,2025-05-08,Standard Class,CUST-8502,Andrew Espinoza,Corporate,Central,Technology,Machines,Diverse well-modulated data-warehouse,4448.5,3,0.25,14.62
CA-486814,2025-02-26,2025-04-12,First Class,CUST-1657,John Ibarra,Corporate,South,Technology,Phones,Public-key value-added initiative,3413.99,7,0.39,-75.16
CA-859987,2024-10-04,2025-04-18,Second Class,CUST-1583,Taylor Franklin,Consumer,East,Technology,Accessories,Total exuding archive,1731.99,3,0.14,615.66
CA-244670,2024-06-29,2025-04-14,Standard Class,CUST-6495,Levi Gonzalez,Home Office,Central,Office Supplies,Art,De-engineered 4thgeneration migration,4607.79,2,0.4,104.05
CA-439030,2024-09-15,2025-04-22,Second Class,CUST-8871,Morgan Adams,Consumer,South,Furniture,Tables,Inverse intermediate artificial intelligence,2185.64,7,0.29,199.42
CA-456621,2023-06-10,2025-05-06,Same Day,CUST-7741,Scott Moyer II,Home Office,East,Furniture,Chairs,Extended well-modulated benchmark,3936.92,2,0.38,501.94
CA-221387,2024-09-15,2025-04-12,First Class,CUST-3808,James Haley,Home Office,West,Furniture,Tables,Implemented upward-trending circuit,1574.51,7,0.49,504.66
CA-745128,2024-05-21,2025-05-06,Second Class,CUST-4882,Victoria Miller,Consumer,West,Technology,Phones,Adaptive stable methodology,2083.53,1,0.13,157.9
CA-554925,2024-01-15,2025-05-02,Second Class,CUST-8861,Carrie Roberts,Consumer,West,Furniture,Furnishings,Self-enabling bi-directional synergy,7.54,3,0.5,14.81
CA-587376,2024-01-05,2025-04-15,Standard Class,CUST-1585,Noah Nelson,Home Office,South,Technology,Accessories,Reverse-engineered empowering benchmark,1994.76,5,0.01,394.3
CA-440640,2024-07-09,2025-04-24,Second Class,CUST-3619,Brian Andrews,Corporate,South,Office Supplies,Storage,Self-enabling multi-state policy,4892.87,2,0.33,912.77
CA-157163,2023-05-09,2025-04-20,Second Class,CUST-1777,Julie Matthews,Consumer,East,Office Supplies,Labels,Intuitive analyzing core,4045.06,8,0.21,347.18
CA-380214,2025-03-04,2025-04-27,Standard Class,CUST-9244,Douglas White,Home Office,East,Office Supplies,Art,Optimized demand-driven architecture,2895.25,2,0.31,256.98
CA-579260,2023-09-17,2025-04-11,First Class,CUST-7791,Antonio Watkins,Home Office,South,Office Supplies,Labels,Operative context-sensitive product,697.3,5,0.27,9.52
CA-706753,2023-07-14,2025-04-14,First Class,CUST-7582,Jennifer Lee,Home Office,East,Technology,Machines,Monitored executive project,3580.7,8,0.4,875.77
CA-874732,2025-03-23,2025-05-08,Second Class,CUST-6622,Jimmy Jackson,Corporate,West,Technology,Copiers,Integrated local encoding,3843.2,2,0.04,127.78
CA-359632,2023-07-31,2025-04-17,Second Class,CUST-3015,James Nelson,Home Office,East,Technology,Accessories,Intuitive optimizing solution,2126.94,6,0.39,790.17
CA-368220,2024-06-28,2025-05-04,First Class,CUST-5648,Sandra Hayes,Corporate,East,Furniture,Chairs,Persistent scalable policy,498.05,10,0.24,586.53
CA-887189,2024-10-15,2025-04-16,Same Day,CUST-2000,Jason Thomas,Consumer,West,Office Supplies,Art,Secured client-server software,4357.25,8,0.27,879.69
CA-536586,2023-11-24,2025-04-12,Standard Class,CUST-9203,Shane Nguyen,Corporate,Central,Office Supplies,Paper,Enhanced 5thgeneration Graphical User Interface,4164.59,5,0.26,726.87
CA-674264,2025-01-30,2025-04-19,Same Day,CUST-2034,Zachary Galvan,Home Office,East,Office Supplies,Art,Persistent heuristic implementation,1605.42,9,0.27,364.67
CA-351488,2024-03-10,2025-05-07,Second Class,CUST-8696,Michael Johnson,Corporate,West,Office Supplies,Art,Virtual disintermediate migration,206.75,2,0.05,900.58
CA-476623,2023-05-30,2025-05-07,Same Day,CUST-1301,Gregory Smith,Home Office,East,Technology,Phones,Pre-emptive context-sensitive intranet,411.59,1,0.39,738.55
CA-753774,2023-08-08,2025-04-25,First Class,CUST-1527,Taylor Palmer,Consumer,West,Technology,Computers,Advanced executive infrastructure,1959.85,4,0.21,829.17
CA-810944,2024-06-28,2025-04-12,Standard Class,CUST-4338,James Stevens,Consumer,Central,Office Supplies,Paper,Secured maximized challenge,4751.8,1,0.44,466.25
CA-563224,2023-05-18,2025-05-08,Same Day,CUST-5015,Richard Arnold,Consumer,Central,Office Supplies,Labels,Compatible contextually-based capacity,319.86,9,0.37,678.4
CA-638128,2024-09-25,2025-04-24,Same Day,CUST-1386,Michael Grimes,Corporate,Central,Office Supplies,Paper,Self-enabling transitional intranet,4508.63,3,0.08,20.82
CA-393376,2023-07-19,2025-04-18,Second Class,CUST-2305,Caroline Rivera,Home Office,West,Technology,Accessories,Seamless client-driven attitude,4064.31,8,0.38,434.34
CA-270605,2024-01-30,2025-04-30,Standard Class,CUST-8837,Lisa Roberts,Corporate,Central,Furniture,Chairs,Multi-channeled heuristic capacity,3932.24,6,0.09,548.92
CA-574450,2024-01-28,2025-05-03,Second Class,CUST-1061,Mary Webster,Corporate,East,Technology,Computers,Compatible multimedia success,3596.26,3,0.33,945.23
CA-863881,2024-03-17,2025-04-20,Same Day,CUST-4021,Craig Brooks,Corporate,West,Office Supplies,Art,Reverse-engineered background matrices,365.97,2,0.29,177.01
CA-581406,2023-07-23,2025-04-24,Second Class,CUST-7304,Brittany Sanchez,Corporate,West,Office Supplies,Labels,Synergistic disintermediate concept,2908.14,8,0.41,228.62
CA-152297,2024-06-29,2025-05-01,Same Day,CUST-7148,Kimberly Moore,Corporate,Central,Furniture,Chairs,Self-enabling demand-driven Internet solution,4446.5,3,0.19,114.08
CA-398922,2025-02-08,2025-04-12,Standard Class,CUST-8735,Micheal Sandoval,Home Office,Central,Technology,Machines,Extended cohesive neural-net,2386.11,9,0.35,13.58
CA-688570,2024-02-22,2025-05-02,Standard Class,CUST-7562,Kristy Spencer,Home Office,Central,Office Supplies,Storage,Reduced radical analyzer,906.08,5,0.38,251.01
CA-646538,2024-04-17,2025-04-19,First Class,CUST-4776,Carol Garner,Corporate,Central,Technology,Copiers,Operative next generation protocol,1272.55,9,0.12,166.19
CA-210877,2024-01-12,2025-04-17,First Class,CUST-4028,Alejandro Thompson,Home Office,South,Office Supplies,Storage,Ergonomic modular secured line,3825.73,6,0.13,591.61
CA-183276,2023-10-29,2025-04-12,Second Class,CUST-3074,Kristen Walton,Home Office,West,Furniture,Bookcases,Team-oriented scalable customer loyalty,165.95,1,0.17,992.85
CA-849781,2024-08-22,2025-04-14,Standard Class,CUST-7950,Randy Brown,Corporate,West,Furniture,Tables,Organized empowering alliance,2594.34,6,0.22,397.43
CA-474274,2024-05-05,2025-05-07,Second Class,CUST-4621,Joseph Lara,Home Office,West,Furniture,Furnishings,User-centric well-modulated challenge,1080.81,4,0.11,128.93
CA-606150,2024-11-17,2025-04-23,Same Day,CUST-3903,John White,Corporate,East,Furniture,Bookcases,Secured radical standardization,3134.1,2,0.17,960.81
CA-354737,2024-07-12,2025-04-19,Second Class,CUST-6020,Cheryl Gray,Home Office,West,Furniture,Chairs,Monitored scalable parallelism,101.77,6,0.36,678.08
CA-113642,2025-01-12,2025-04-13,First Class,CUST-3551,Susan Moore,Corporate,East,Office Supplies,Art,Customer-focused clear-thinking initiative,1068.25,1,0.46,421.3
CA-585534,2024-08-26,2025-04-22,Same Day,CUST-4927,Patricia Grant,Home Office,West,Technology,Copiers,De-engineered heuristic flexibility,1466.79,10,0.05,917.11
CA-691498,2024-07-19,2025-04-28,Standard Class,CUST-1670,Jason Sanders,Consumer,West,Furniture,Chairs,Focused explicit knowledge user,268.91,5,0.37,757.29
CA-271187,2023-06-30,2025-04-29,Second Class,CUST-5153,Mr. Brian Gonzalez,Home Office,West,Technology,Computers,Focused responsive circuit,1952.9,2,0.22,886.27
CA-608998,2024-08-20,2025-05-01,Same Day,CUST-8264,Michael Gordon,Home Office,East,Furniture,Tables,Balanced needs-based time-frame,2824.81,10,0.29,92.74
CA-509212,2023-06-25,2025-04-25,First Class,CUST-5850,Sarah Green,Corporate,East,Technology,Machines,Optional uniform middleware,3771.97,9,0.09,585.43
CA-470860,2024-03-07,2025-04-12,Second Class,CUST-5541,Emily Stanley,Consumer,East,Furniture,Bookcases,Function-based motivating algorithm,409.73,3,0.09,271.38
CA-740377,2023-08-13,2025-05-01,Standard Class,CUST-6635,Leslie Franklin,Home Office,West,Technology,Phones,Future-proofed motivating definition,1511.05,6,0.29,549.36
CA-728459,2024-07-26,2025-04-23,Second Class,CUST-7041,Chad King,Home Office,East,Technology,Phones,Implemented actuating matrix,1744.3,3,0.49,197.77
CA-919155,2025-04-06,2025-04-13,First Class,CUST-6473,Mitchell Gray,Corporate,East,Furniture,Chairs,Down-sized multimedia application,2033.26,5,0.43,-57.35
CA-474224,2024-06-14,2025-04-18,Same Day,CUST-4134,Barbara Garcia,Home Office,Central,Furniture,Tables,Fundamental bandwidth-monitored pricing structure,4323.81,4,0.42,307.59
CA-378710,2023-05-02,2025-04-26,Second Class,CUST-3313,Steven Morris,Consumer,Central,Technology,Accessories,Total 24hour initiative,3991.63,2,0.33,864.53
CA-614321,2024-02-22,2025-04-19,Standard Class,CUST-7908,Jimmy Larsen,Corporate,Central,Office Supplies,Storage,Optimized 24hour leverage,1990.18,7,0.14,82.66
CA-505320,2024-10-11,2025-04-11,Second Class,CUST-9503,Sharon Boyle,Consumer,Central,Furniture,Chairs,Secured bottom-line capability,2248.38,1,0.18,-82.41
CA-244333,2025-01-07,2025-05-06,Standard Class,CUST-8799,William Wall,Home Office,West,Office Supplies,Labels,Ameliorated executive task-force,2580.6,9,0.37,600.93
CA-599683,2023-08-24,2025-04-22,First Class,CUST-1869,Jacob Strickland,Home Office,West,Technology,Accessories,Ameliorated secondary website,1166.02,9,0.22,958.02
CA-536057,2024-10-09,2025-04-26,Second Class,CUST-4032,Andrea Byrd,Home Office,West,Office Supplies,Storage,Customizable intermediate hardware,36.64,3,0.31,361.96
CA-482755,2024-09-15,2025-04-17,Same Day,CUST-7663,Troy Martin,Corporate,South,Technology,Copiers,Optional tangible Graphical User Interface,510.93,10,0.03,402.38
CA-135051,2023-08-14,2025-04-11,Second Class,CUST-5706,Russell Hill,Corporate,West,Technology,Accessories,Customer-focused cohesive encoding,212.53,8,0.02,869.09
CA-711327,2024-09-26,2025-05-03,Second Class,CUST-9774,Michael Hurst,Home Office,South,Office Supplies,Art,Optional systemic policy,1916.35,8,0.43,968.8
CA-522987,2024-06-22,2025-04-27,First Class,CUST-5045,Johnny Alexander,Consumer,South,Technology,Phones,Right-sized discrete project,1791.67,1,0.38,95.09
CA-934261,2024-02-15,2025-04-24,Same Day,CUST-2932,Susan Thomas,Consumer,South,Furniture,Chairs,Synchronized maximized hub,4236.85,7,0.21,104.17
CA-511470,2023-12-20,2025-04-13,Same Day,CUST-3575,Zachary Escobar,Consumer,East,Office Supplies,Storage,Programmable exuding moderator,2012.8,2,0.47,346.92
CA-970090,2024-06-07,2025-04-20,Same Day,CUST-5648,Raven Moore,Corporate,West,Furniture,Tables,Expanded grid-enabled budgetary management,4185.94,1,0.13,476.0
CA-923870,2023-04-27,2025-04-18,First Class,CUST-8662,Sharon Mitchell,Corporate,West,Technology,Machines,Secured object-oriented capability,425.04,4,0.29,918.02
CA-957193,2023-10-13,2025-04-19,First Class,CUST-1791,Rodney Camacho,Consumer,East,Technology,Machines,Seamless regional toolset,1722.87,2,0.17,774.53
CA-369197,2023-08-19,2025-05-06,Second Class,CUST-3946,Christine Taylor,Consumer,West,Office Supplies,Binders,Cross-group real-time adapter,4250.92,9,0.03,29.85
CA-442632,2025-02-01,2025-04-15,Standard Class,CUST-1972,Keith Mullen,Home Office,Central,Office Supplies,Binders,Inverse tertiary intranet,2333.53,2,0.47,601.26
CA-698553,2023-11-13,2025-04-27,Standard Class,CUST-2329,Daniel Brown,Consumer,South,Technology,Accessories,Focused client-server encryption,2024.43,6,0.36,267.96
CA-459285,2023-10-27,2025-04-22,First Class,CUST-6147,Erik Smith,Corporate,East,Technology,Accessories,Multi-layered well-modulated Graphical User Interface,572.92,2,0.36,317.9
CA-490717,2023-06-26,2025-04-27,Standard Class,CUST-9560,Mr. Christopher Bentley,Consumer,South,Furniture,Furnishings,Enhanced eco-centric system engine,1144.09,4,0.3,337.23
CA-768510,2024-03-16,2025-04-15,First Class,CUST-6874,Jason Gomez,Home Office,South,Office Supplies,Binders,Automated motivating strategy,4105.77,7,0.16,479.93
CA-478634,2023-09-29,2025-05-01,First Class,CUST-4728,Joshua Carter,Corporate,East,Technology,Accessories,Profound dynamic moderator,3031.17,7,0.15,24.83
CA-290254,2023-05-07,2025-04-25,Same Day,CUST-7032,Caitlin Wall,Home Office,Central,Office Supplies,Labels,Face-to-face solution-oriented architecture,2408.36,10,0.42,451.02
CA-849039,2023-10-26,2025-04-13,Second Class,CUST-5592,Tara Peck,Consumer,South,Technology,Copiers,Intuitive hybrid solution,898.03,3,0.28,731.28
CA-461477,2023-06-07,2025-05-05,Second Class,CUST-7459,Zachary Tran,Corporate,East,Office Supplies,Paper,Vision-oriented solution-oriented emulation,4975.62,6,0.08,471.76
CA-561414,2023-10-31,2025-04-23,Second Class,CUST-3701,Eric Gillespie,Home Office,Central,Technology,Copiers,Assimilated actuating protocol,3325.04,10,0.02,482.38
CA-979987,2024-04-18,2025-04-14,Same Day,CUST-3593,Tonya Simpson,Home Office,East,Office Supplies,Storage,Mandatory responsive intranet,2586.49,6,0.33,944.42
CA-659178,2023-10-05,2025-04-21,Second Class,CUST-6738,Alyssa Dominguez,Corporate,Central,Office Supplies,Binders,Streamlined even-keeled frame,3361.08,2,0.49,-10.68
CA-434910,2024-03-29,2025-05-02,Same Day,CUST-5410,Kristen Wood,Corporate,South,Office Supplies,Binders,Optimized object-oriented system engine,65.32,9,0.3,570.75
CA-333912,2023-06-20,2025-04-22,Same Day,CUST-9466,Joseph Boyd,Home Office,West,Office Supplies,Storage,Centralized human-resource application,3181.99,8,0.23,440.75
CA-229103,2024-12-16,2025-04-26,First Class,CUST-1201,Kristen Hart,Consumer,Central,Office Supplies,Binders,Pre-emptive optimal paradigm,2473.05,7,0.16,568.26
CA-353119,2025-02-23,2025-04-18,First Class,CUST-3302,Daniel Evans Jr.,Corporate,East,Furniture,Chairs,Devolved attitude-oriented moderator,1463.07,6,0.13,699.08
CA-500487,2023-08-09,2025-04-10,Same Day,CUST-1395,Amanda Valencia,Home Office,Central,Technology,Accessories,Business-focused mobile Graphical User Interface,3804.78,6,0.36,544.72
